model,effect,metric,value,bz,n
refit_orth,y,mspe,1.1721256971359253,1,1600
refit_orth,y,bias2,1.1595839262008667,1,1600
refit_orth,y,var,0.012541808187961578,1,1600
refit_orth,fx,mspe,0.03324692323803902,1,1600
refit_orth,fx,bias2,0.023344192653894424,1,1600
refit_orth,fx,var,0.009902726858854294,1,1600
refit_orth,fr,mspe,0.013279872946441174,1,1600
refit_orth,fr,bias2,0.003377145854756236,1,1600
refit_orth,fr,var,0.009902726858854294,1,1600
refit_orth,fz,mspe,0.21922500431537628,1,1600
refit_orth,fz,bias2,0.21751923859119415,1,1600
refit_orth,fz,var,0.0017057633958756924,1,1600
refit,y,mspe,1.396304965019226,1.5,1600
refit,y,bias2,1.375349521636963,1.5,1600
refit,y,var,0.020955385640263557,1.5,1600
refit,fx,mspe,0.028058350086212158,1.5,1600
refit,fx,bias2,0.007890610955655575,1.5,1600
refit,fx,var,0.02016773633658886,1.5,1600
refit,fr,mspe,0.05560513958334923,1.5,1600
refit,fr,bias2,0.03543740138411522,1.5,1600
refit,fr,var,0.02016773633658886,1.5,1600
refit,fz,mspe,0.46395501494407654,1.5,1600
refit,fz,bias2,0.45942366123199463,1.5,1600
refit,fz,var,0.00453133275732398,1.5,1600
refit_orth,y,mspe,1.3960165977478027,1.5,1600
refit_orth,y,bias2,1.3749985694885254,1.5,1600
refit_orth,y,var,0.021017881110310555,1.5,1600
refit_orth,fx,mspe,0.04473384842276573,1.5,1600
refit_orth,fx,bias2,0.02675407938659191,1.5,1600
refit_orth,fx,var,0.01797977276146412,1.5,1600
refit_orth,fr,mspe,0.025165019556879997,1.5,1600
refit_orth,fr,bias2,0.007185244467109442,1.5,1600
refit_orth,fr,var,0.01797977276146412,1.5,1600
refit_orth,fz,mspe,0.4711079001426697,1.5,1600
refit_orth,fz,bias2,0.46877577900886536,1.5,1600
refit_orth,fz,var,0.002332101110368967,1.5,1600
refit,y,mspe,1.7099173069000244,2,1600
refit,y,bias2,1.6773810386657715,2,1600
refit,y,var,0.03253629058599472,2,1600
refit,fx,mspe,0.05195612460374832,2,1600
refit,fx,bias2,0.020478250458836555,2,1600
refit,fx,var,0.031477876007556915,2,1600
refit,fr,mspe,0.07876157760620117,2,1600
refit,fr,bias2,0.04728370159864426,2,1600
refit,fr,var,0.031477876007556915,2,1600
refit,fz,mspe,0.8210528492927551,2,1600
refit,fz,bias2,0.81484055519104,2,1600
refit,fz,var,0.0062122768722474575,2,1600
refit_orth,y,mspe,1.710060715675354,2,1600
refit_orth,y,bias2,1.6779816150665283,2,1600
refit_orth,y,var,0.03207928314805031,2,1600
refit_orth,fx,mspe,0.06656289100646973,2,1600
refit_orth,fx,bias2,0.03847227245569229,2,1600
refit_orth,fx,var,0.028090618550777435,2,1600
refit_orth,fr,mspe,0.047635212540626526,2,1600
refit_orth,fr,bias2,0.01954459585249424,2,1600
refit_orth,fr,var,0.028090618550777435,2,1600
refit_orth,fz,mspe,0.8248074054718018,2,1600
refit_orth,fz,bias2,0.8215980529785156,2,1600
refit_orth,fz,var,0.0032094037160277367,2,1600
refit,y,mspe,2.1188626289367676,2.5,1600
refit,y,bias2,2.070465326309204,2.5,1600
refit,y,var,0.048397377133369446,2.5,1600
refit,fx,mspe,0.08803402632474899,2.5,1600
refit,fx,bias2,0.04073569178581238,2.5,1600
refit,fx,var,0.04729834571480751,2.5,1600
refit,fr,mspe,0.11483219265937805,2.5,1600
refit,fr,bias2,0.06753385812044144,2.5,1600
refit,fr,var,0.04729834571480751,2.5,1600
refit,fz,mspe,1.280267596244812,2.5,1600
refit,fz,bias2,1.271953821182251,2.5,1600
refit,fz,var,0.008313746191561222,2.5,1600
refit_orth,y,mspe,2.118962287902832,2.5,1600
refit_orth,y,bias2,2.071115016937256,2.5,1600
refit_orth,y,var,0.04784734174609184,2.5,1600
refit_orth,fx,mspe,0.1010252982378006,2.5,1600
refit_orth,fx,bias2,0.05783719941973686,2.5,1600
refit_orth,fx,var,0.043188098818063736,2.5,1600
refit_orth,fr,mspe,0.08293550461530685,2.5,1600
refit_orth,fr,bias2,0.03974740207195282,2.5,1600
refit_orth,fr,var,0.043188098818063736,2.5,1600
refit_orth,fz,mspe,1.2803230285644531,2.5,1600
refit_orth,fz,bias2,1.2759854793548584,2.5,1600
refit_orth,fz,var,0.004337572958320379,2.5,1600
refit,y,mspe,2.6182141304016113,3,1600
refit,y,bias2,2.5533018112182617,3,1600
refit,y,var,0.06491225957870483,3,1600
refit,fx,mspe,0.1329643577337265,3,1600
refit,fx,bias2,0.0690530464053154,3,1600
refit,fx,var,0.0639113113284111,3,1600
refit,fr,mspe,0.1600399762392044,3,1600
refit,fr,bias2,0.0961286723613739,3,1600
refit,fr,var,0.0639113113284111,3,1600
refit,fz,mspe,1.8422421216964722,3,1600
refit,fz,bias2,1.8309221267700195,3,1600
refit,fz,var,0.011319936253130436,3,1600
refit_orth,y,mspe,2.618349552154541,3,1600
